pattern_id,pattern_name,pattern_version,description,hypothesis,detection_rule_plaintext,entry_rule_plaintext,exit_rule_plaintext,stop_rule_plaintext,take_profit_rule_plaintext,time_stop_rule_plaintext,timeframe,asset_class,universe,session_filter,min_volume_filter,min_price_filter,uses_fundamental_data,uses_news_data,uses_options_data,uses_future_data,known_risks,status,created_at,first_seen,last_seen
PATTERN_000105,DISCOVERED_SHORT_W50_C11_3DDBA7B3,run_unknown,"Clustered normalized OHLCV window pattern. side=short, window_size=50, cluster_id=11.",Charts close to this cluster centroid may have asymmetric forward R distribution for short setups at the tested reward/risk levels.,"Normalize OHLCV, compute local deterministic embedding for the configured daily window, standardize features, cluster historical windows with MiniBatchKMeans, and identify windows assigned to cluster 11 for window_size=50. Current matches compare scaled embedding distance to the stored centroid.",Research entry is the close of the final bar in the detected window. Current lab matches use latest close as signal/entry reference; no order is submitted by the research lab.,"Historical simulation exits at the first stop/target touch in the forward path, or at the final forward close if neither is touched. If stop and target are both touched intrabar, stop is assumed first.","1R stop based on max(1.5*ATR14, 1.5% of entry, 0.01).",Targets tested at R levels from config; best_rr currently 4.0.,Forward bars tested from discovery config; final forward close is used as time-stop fallback.,1d,US equities,data/universe_us_mid_small.csv (40 configured symbols),Regular daily bars from IBKR historical data; intraday session filter not persisted.,5000000,2,false,false,false,false,"muestras insuficientes: 63 < 100; stored examples are representative, not a full raw event ledger; daily timestamps normalized to UTC when original bars lacked explicit timezone",rejected,2026-06-07T10:11:31.854214+00:00,2021-08-16T00:00:00+00:00,2022-02-14T00:00:00+00:00
PATTERN_000298,DISCOVERED_SHORT_W50_C01_094783A3,run_unknown,"Clustered normalized OHLCV window pattern. side=short, window_size=50, cluster_id=1.",Charts close to this cluster centroid may have asymmetric forward R distribution for short setups at the tested reward/risk levels.,"Normalize OHLCV, compute local deterministic embedding for the configured daily window, standardize features, cluster historical windows with MiniBatchKMeans, and identify windows assigned to cluster 1 for window_size=50. Current matches compare scaled embedding distance to the stored centroid.",Research entry is the close of the final bar in the detected window. Current lab matches use latest close as signal/entry reference; no order is submitted by the research lab.,"Historical simulation exits at the first stop/target touch in the forward path, or at the final forward close if neither is touched. If stop and target are both touched intrabar, stop is assumed first.","1R stop based on max(1.5*ATR14, 1.5% of entry, 0.01).",Targets tested at R levels from config; best_rr currently 5.0.,Forward bars tested from discovery config; final forward close is used as time-stop fallback.,1d,US equities,data/universe_us_mid_small.csv (40 configured symbols),Regular daily bars from IBKR historical data; intraday session filter not persisted.,5000000,2,false,false,false,false,"muestras insuficientes: 76 < 100; poca diversidad de símbolos: 3 < 8; posible dependencia de pocos símbolos; stored examples are representative, not a full raw event ledger; daily timestamps normalized to UTC when original bars lacked explicit timezone",rejected,2026-06-07T14:12:38.235551+00:00,2021-08-16T00:00:00+00:00,2022-02-17T00:00:00+00:00
PATTERN_000319,DISCOVERED_LONG_W20_C01_62C81CD3,run_unknown,"Clustered normalized OHLCV window pattern. side=long, window_size=20, cluster_id=1.",Charts close to this cluster centroid may have asymmetric forward R distribution for long setups at the tested reward/risk levels.,"Normalize OHLCV, compute local deterministic embedding for the configured daily window, standardize features, cluster historical windows with MiniBatchKMeans, and identify windows assigned to cluster 1 for window_size=20. Current matches compare scaled embedding distance to the stored centroid.",Research entry is the close of the final bar in the detected window. Current lab matches use latest close as signal/entry reference; no order is submitted by the research lab.,"Historical simulation exits at the first stop/target touch in the forward path, or at the final forward close if neither is touched. If stop and target are both touched intrabar, stop is assumed first.","1R stop based on max(1.5*ATR14, 1.5% of entry, 0.01).",Targets tested at R levels from config; best_rr currently 1.5.,Forward bars tested from discovery config; final forward close is used as time-stop fallback.,1d,US equities,data/universe_us_mid_small.csv (40 configured symbols),Regular daily bars from IBKR historical data; intraday session filter not persisted.,5000000,2,false,false,false,false,"muestras insuficientes: 79 < 100; poca diversidad de símbolos: 1 < 8; posible dependencia de pocos símbolos; stored examples are representative, not a full raw event ledger; daily timestamps normalized to UTC when original bars lacked explicit timezone",rejected,2026-06-07T15:08:32.194582+00:00,2021-07-02T00:00:00+00:00,2026-02-26T00:00:00+00:00
PATTERN_000068,DISCOVERED_LONG_W50_C01_4C05BFF3,run_unknown,"Clustered normalized OHLCV window pattern. side=long, window_size=50, cluster_id=1.",Charts close to this cluster centroid may have asymmetric forward R distribution for long setups at the tested reward/risk levels.,"Normalize OHLCV, compute local deterministic embedding for the configured daily window, standardize features, cluster historical windows with MiniBatchKMeans, and identify windows assigned to cluster 1 for window_size=50. Current matches compare scaled embedding distance to the stored centroid.",Research entry is the close of the final bar in the detected window. Current lab matches use latest close as signal/entry reference; no order is submitted by the research lab.,"Historical simulation exits at the first stop/target touch in the forward path, or at the final forward close if neither is touched. If stop and target are both touched intrabar, stop is assumed first.","1R stop based on max(1.5*ATR14, 1.5% of entry, 0.01).",Targets tested at R levels from config; best_rr currently 5.0.,Forward bars tested from discovery config; final forward close is used as time-stop fallback.,1d,US equities,data/universe_us_mid_small.csv (40 configured symbols),Regular daily bars from IBKR historical data; intraday session filter not persisted.,5000000,2,false,false,false,false,"poca diversidad de símbolos: 3 < 8; drawdown excesivo: 13.83R > 12.00R; posible dependencia de pocos símbolos; stored examples are representative, not a full raw event ledger; daily timestamps normalized to UTC when original bars lacked explicit timezone",rejected,2026-06-07T08:46:40.496580+00:00,2021-08-19T00:00:00+00:00,2023-05-23T00:00:00+00:00
PATTERN_000069,DISCOVERED_LONG_W50_C00_DB2FF044,run_unknown,"Clustered normalized OHLCV window pattern. side=long, window_size=50, cluster_id=0.",Charts close to this cluster centroid may have asymmetric forward R distribution for long setups at the tested reward/risk levels.,"Normalize OHLCV, compute local deterministic embedding for the configured daily window, standardize features, cluster historical windows with MiniBatchKMeans, and identify windows assigned to cluster 0 for window_size=50. Current matches compare scaled embedding distance to the stored centroid.",Research entry is the close of the final bar in the detected window. Current lab matches use latest close as signal/entry reference; no order is submitted by the research lab.,"Historical simulation exits at the first stop/target touch in the forward path, or at the final forward close if neither is touched. If stop and target are both touched intrabar, stop is assumed first.","1R stop based on max(1.5*ATR14, 1.5% of entry, 0.01).",Targets tested at R levels from config; best_rr currently 4.0.,Forward bars tested from discovery config; final forward close is used as time-stop fallback.,1d,US equities,data/universe_us_mid_small.csv (40 configured symbols),Regular daily bars from IBKR historical data; intraday session filter not persisted.,5000000,2,false,false,false,false,"muestras insuficientes: 34 < 100; poca diversidad de símbolos: 1 < 8; posible dependencia de pocos símbolos; stored examples are representative, not a full raw event ledger; daily timestamps normalized to UTC when original bars lacked explicit timezone",rejected,2026-06-07T08:46:40.508773+00:00,2022-04-26T00:00:00+00:00,2023-05-15T00:00:00+00:00
PATTERN_000013,DISCOVERED_SHORT_W50_C00_F47180E1,run_unknown,"Clustered normalized OHLCV window pattern. side=short, window_size=50, cluster_id=0.",Charts close to this cluster centroid may have asymmetric forward R distribution for short setups at the tested reward/risk levels.,"Normalize OHLCV, compute local deterministic embedding for the configured daily window, standardize features, cluster historical windows with MiniBatchKMeans, and identify windows assigned to cluster 0 for window_size=50. Current matches compare scaled embedding distance to the stored centroid.",Research entry is the close of the final bar in the detected window. Current lab matches use latest close as signal/entry reference; no order is submitted by the research lab.,"Historical simulation exits at the first stop/target touch in the forward path, or at the final forward close if neither is touched. If stop and target are both touched intrabar, stop is assumed first.","1R stop based on max(1.5*ATR14, 1.5% of entry, 0.01).",Targets tested at R levels from config; best_rr currently 5.0.,Forward bars tested from discovery config; final forward close is used as time-stop fallback.,1d,US equities,data/universe_us_mid_small.csv (40 configured symbols),Regular daily bars from IBKR historical data; intraday session filter not persisted.,5000000,2,false,false,false,false,"muestras insuficientes: 49 < 100; poca diversidad de símbolos: 7 < 8; tasa de 4R baja; puede requerir filtro posterior de entrada; stored examples are representative, not a full raw event ledger; daily timestamps normalized to UTC when original bars lacked explicit timezone",rejected,2026-06-06T17:46:06.967272+00:00,2021-10-01T00:00:00+00:00,2022-12-15T00:00:00+00:00
PATTERN_000387,DISCOVERED_SHORT_W50_C04_AE70270F,run_unknown,"Clustered normalized OHLCV window pattern. side=short, window_size=50, cluster_id=4.",Charts close to this cluster centroid may have asymmetric forward R distribution for short setups at the tested reward/risk levels.,"Normalize OHLCV, compute local deterministic embedding for the configured daily window, standardize features, cluster historical windows with MiniBatchKMeans, and identify windows assigned to cluster 4 for window_size=50. Current matches compare scaled embedding distance to the stored centroid.",Research entry is the close of the final bar in the detected window. Current lab matches use latest close as signal/entry reference; no order is submitted by the research lab.,"Historical simulation exits at the first stop/target touch in the forward path, or at the final forward close if neither is touched. If stop and target are both touched intrabar, stop is assumed first.","1R stop based on max(1.5*ATR14, 1.5% of entry, 0.01).",Targets tested at R levels from config; best_rr currently 5.0.,Forward bars tested from discovery config; final forward close is used as time-stop fallback.,1d,US equities,data/universe_us_mid_small.csv (40 configured symbols),Regular daily bars from IBKR historical data; intraday session filter not persisted.,5000000,2,false,false,false,false,"muestras insuficientes: 40 < 100; poca diversidad de símbolos: 5 < 8; tasa de 4R baja; puede requerir filtro posterior de entrada; stored examples are representative, not a full raw event ledger; daily timestamps normalized to UTC when original bars lacked explicit timezone",rejected,2026-06-07T17:06:38.397128+00:00,2021-09-10T00:00:00+00:00,2023-02-13T00:00:00+00:00
PATTERN_000070,DISCOVERED_LONG_W20_C05_48C37C4A,run_unknown,"Clustered normalized OHLCV window pattern. side=long, window_size=20, cluster_id=5.",Charts close to this cluster centroid may have asymmetric forward R distribution for long setups at the tested reward/risk levels.,"Normalize OHLCV, compute local deterministic embedding for the configured daily window, standardize features, cluster historical windows with MiniBatchKMeans, and identify windows assigned to cluster 5 for window_size=20. Current matches compare scaled embedding distance to the stored centroid.",Research entry is the close of the final bar in the detected window. Current lab matches use latest close as signal/entry reference; no order is submitted by the research lab.,"Historical simulation exits at the first stop/target touch in the forward path, or at the final forward close if neither is touched. If stop and target are both touched intrabar, stop is assumed first.","1R stop based on max(1.5*ATR14, 1.5% of entry, 0.01).",Targets tested at R levels from config; best_rr currently 5.0.,Forward bars tested from discovery config; final forward close is used as time-stop fallback.,1d,US equities,data/universe_us_mid_small.csv (40 configured symbols),Regular daily bars from IBKR historical data; intraday session filter not persisted.,5000000,2,false,false,false,false,"muestras insuficientes: 93 < 100; poca diversidad de símbolos: 3 < 8; drawdown excesivo: 21.13R > 12.00R; posible dependencia de pocos símbolos; stored examples are representative, not a full raw event ledger; daily timestamps normalized to UTC when original bars lacked explicit timezone",rejected,2026-06-07T08:46:40.533872+00:00,2021-08-03T00:00:00+00:00,2025-11-17T00:00:00+00:00
PATTERN_000259,DISCOVERED_SHORT_W50_C08_8B47A583,run_unknown,"Clustered normalized OHLCV window pattern. side=short, window_size=50, cluster_id=8.",Charts close to this cluster centroid may have asymmetric forward R distribution for short setups at the tested reward/risk levels.,"Normalize OHLCV, compute local deterministic embedding for the configured daily window, standardize features, cluster historical windows with MiniBatchKMeans, and identify windows assigned to cluster 8 for window_size=50. Current matches compare scaled embedding distance to the stored centroid.",Research entry is the close of the final bar in the detected window. Current lab matches use latest close as signal/entry reference; no order is submitted by the research lab.,"Historical simulation exits at the first stop/target touch in the forward path, or at the final forward close if neither is touched. If stop and target are both touched intrabar, stop is assumed first.","1R stop based on max(1.5*ATR14, 1.5% of entry, 0.01).",Targets tested at R levels from config; best_rr currently 5.0.,Forward bars tested from discovery config; final forward close is used as time-stop fallback.,1d,US equities,data/universe_us_mid_small.csv (40 configured symbols),Regular daily bars from IBKR historical data; intraday session filter not persisted.,5000000,2,false,false,false,false,"muestras insuficientes: 58 < 100; stored examples are representative, not a full raw event ledger; daily timestamps normalized to UTC when original bars lacked explicit timezone",rejected,2026-06-07T13:37:26.853254+00:00,2021-08-19T00:00:00+00:00,2023-02-13T00:00:00+00:00
PATTERN_000014,DISCOVERED_SHORT_W50_C02_DDA81ECF,run_unknown,"Clustered normalized OHLCV window pattern. side=short, window_size=50, cluster_id=2.",Charts close to this cluster centroid may have asymmetric forward R distribution for short setups at the tested reward/risk levels.,"Normalize OHLCV, compute local deterministic embedding for the configured daily window, standardize features, cluster historical windows with MiniBatchKMeans, and identify windows assigned to cluster 2 for window_size=50. Current matches compare scaled embedding distance to the stored centroid.",Research entry is the close of the final bar in the detected window. Current lab matches use latest close as signal/entry reference; no order is submitted by the research lab.,"Historical simulation exits at the first stop/target touch in the forward path, or at the final forward close if neither is touched. If stop and target are both touched intrabar, stop is assumed first.","1R stop based on max(1.5*ATR14, 1.5% of entry, 0.01).",Targets tested at R levels from config; best_rr currently 2.5.,Forward bars tested from discovery config; final forward close is used as time-stop fallback.,1d,US equities,data/universe_us_mid_small.csv (40 configured symbols),Regular daily bars from IBKR historical data; intraday session filter not persisted.,5000000,2,false,false,false,false,"muestras insuficientes: 73 < 100; tasa de 4R baja; puede requerir filtro posterior de entrada; stored examples are representative, not a full raw event ledger; daily timestamps normalized to UTC when original bars lacked explicit timezone",rejected,2026-06-06T17:46:06.976777+00:00,2021-12-17T00:00:00+00:00,2022-02-14T00:00:00+00:00
PATTERN_000058,DISCOVERED_LONG_W20_C00_2123368A,run_unknown,"Clustered normalized OHLCV window pattern. side=long, window_size=20, cluster_id=0.",Charts close to this cluster centroid may have asymmetric forward R distribution for long setups at the tested reward/risk levels.,"Normalize OHLCV, compute local deterministic embedding for the configured daily window, standardize features, cluster historical windows with MiniBatchKMeans, and identify windows assigned to cluster 0 for window_size=20. Current matches compare scaled embedding distance to the stored centroid.",Research entry is the close of the final bar in the detected window. Current lab matches use latest close as signal/entry reference; no order is submitted by the research lab.,"Historical simulation exits at the first stop/target touch in the forward path, or at the final forward close if neither is touched. If stop and target are both touched intrabar, stop is assumed first.","1R stop based on max(1.5*ATR14, 1.5% of entry, 0.01).",Targets tested at R levels from config; best_rr currently 5.0.,Forward bars tested from discovery config; final forward close is used as time-stop fallback.,1d,US equities,data/universe_us_mid_small.csv (40 configured symbols),Regular daily bars from IBKR historical data; intraday session filter not persisted.,5000000,2,false,false,false,false,"muestras insuficientes: 94 < 100; poca diversidad de símbolos: 4 < 8; drawdown excesivo: 14.54R > 12.00R; stored examples are representative, not a full raw event ledger; daily timestamps normalized to UTC when original bars lacked explicit timezone",rejected,2026-06-07T08:31:55.711702+00:00,2021-07-13T00:00:00+00:00,2024-04-23T00:00:00+00:00
